tenant_id,age,profession,monthly_income,family_size,preferred_property_type,max_monthly_rent,max_annual_rent,nationality,move_in_timeline,pets
T04335,46,Sales & Marketing,10000,3,3BR,3781,45372,Ethiopia,Immediate,No
T04336,29,Engineer,32083,3,2BR,12541,150492,Algeria,Within 1 month,No
T04337,42,Sales & Marketing,22737,5,3BR,9423,113076,Madagascar,Immediate,No
T04338,41,Entrepreneur,45515,1,1BR,20058,240696,New Caledonia,Within 3 months,No
T04339,36,Healthcare Worker,17317,2,2BR,6720,80640,Hong Kong,Within 3 months,No
T04340,39,Manager,31614,2,2BR,9985,119820,Central African Republic,Flexible,No
T04341,34,Hospitality,16259,1,Studio,4570,54840,Monaco,Within 1 month,Yes
T04342,37,IT Professional,33460,2,2BR,9902,118824,Papua New Guinea,Within 3 months,No
T04343,41,IT Professional,43926,1,1BR,17333,207996,Lithuania,Flexible,No
T04344,22,Hospitality,12948,1,Studio,5727,68724,Azerbaijan,Immediate,No
T04345,25,Sales & Marketing,25758,3,3BR,7805,93660,Belize,Immediate,Yes
T04346,39,Consultant,48119,2,1BR,19591,235092,Tuvalu,Within 1 month,No
T04347,22,Teacher,13717,4,3BR,4122,49464,Rwanda,Within 3 months,No
T04348,40,Engineer,26618,3,2BR,10036,120432,Egypt,Flexible,No
T04349,22,Healthcare Worker,12000,2,1BR,3823,45876,Cambodia,Flexible,No
T04350,22,Entrepreneur,45019,1,Studio,19143,229716,Tanzania,Flexible,Yes
T04351,34,Sales & Marketing,31055,3,3BR,10954,131448,Bolivia,Within 3 months,No
T04352,22,Manager,51686,2,1BR,16526,198312,Holy See (Vatican City State),Within 3 months,No
T04353,41,Finance Professional,39080,4,2BR,15023,180276,Tunisia,Within 3 months,No
T04354,49,IT Professional,27920,4,2BR,10184,122208,Timor-Leste,Flexible,No
T04355,22,Finance Professional,33662,3,2BR,9042,108504,Indonesia,Within 1 month,No
T04356,46,Finance Professional,56613,1,Studio,16381,196572,Jamaica,Flexible,No
T04357,22,Healthcare Worker,25396,5,3BR,8774,105288,Kiribati,Within 3 months,Yes
T04358,22,Manager,42326,1,1BR,16135,193620,Bahamas,Flexible,No
T04359,36,Teacher,14172,3,3BR,5948,71376,Bahrain,Within 1 month,No
T04360,57,Consultant,32065,4,3BR,14255,171060,Philippines,Within 3 months,Yes
T04361,33,Consultant,29212,3,2BR,8511,102132,Tonga,Within 1 month,No
T04362,37,Healthcare Worker,28124,2,1BR,7133,85596,Niger,Within 3 months,No
T04363,22,Teacher,11026,1,Studio,2895,34740,Belarus,Within 3 months,No
T04364,36,Teacher,15649,1,1BR,6301,75612,Malawi,Within 3 months,Yes
T04365,49,Hospitality,8046,2,2BR,2260,27120,Lao People's Democratic Republic,Within 1 month,No
T04366,41,Hospitality,11090,2,2BR,3281,39372,British Indian Ocean Territory (Chagos Archipelago),Immediate,No
T04367,26,Healthcare Worker,19490,4,2BR,5619,67428,Kyrgyz Republic,Immediate,No
T04368,22,Healthcare Worker,16883,2,2BR,6672,80064,Bouvet Island (Bouvetoya),Within 3 months,No
T04369,30,Hospitality,14370,3,2BR,4948,59376,Albania,Immediate,No
T04370,33,Sales & Marketing,25056,2,1BR,6807,81684,Ethiopia,Within 1 month,No
T04371,48,Finance Professional,44360,4,3BR,15005,180060,Solomon Islands,Within 1 month,No
T04372,38,Entrepreneur,43679,2,2BR,14278,171336,Grenada,Within 1 month,No
T04373,36,Hospitality,13184,2,2BR,4875,58500,Saint Barthelemy,Within 3 months,No
T04374,22,Healthcare Worker,29286,2,2BR,9798,117576,New Zealand,Immediate,No
T04375,22,Manager,41611,3,2BR,16822,201864,Montserrat,Within 3 months,Yes
T04376,27,Teacher,11486,1,Studio,4927,59124,Spain,Flexible,No
T04377,59,Entrepreneur,33832,2,2BR,13229,158748,Netherlands Antilles,Within 1 month,No
T04378,27,Engineer,25346,3,2BR,9554,114648,Cayman Islands,Flexible,No
T04379,32,Entrepreneur,39492,2,2BR,14593,175116,Saint Barthelemy,Within 1 month,No
T04380,34,Hospitality,12658,1,1BR,4236,50832,Tuvalu,Flexible,No
T04381,26,Manager,41209,2,1BR,15281,183372,Aruba,Immediate,No
T04382,46,Consultant,48162,2,2BR,16279,195348,Lebanon,Within 3 months,No
T04383,42,Finance Professional,35922,1,1BR,9240,110880,Sudan,Within 3 months,Yes
T04384,35,Engineer,30895,2,2BR,13018,156216,Belgium,Flexible,No
T04385,35,Manager,39912,1,1BR,17087,205044,United States of America,Immediate,No
T04386,28,Engineer,29351,4,2BR,8825,105900,Maldives,Flexible,No
T04387,53,Teacher,9443,1,1BR,4165,49980,Tonga,Flexible,Yes
T04388,36,Entrepreneur,27832,3,3BR,11107,133284,New Caledonia,Within 1 month,Yes
T04389,40,Entrepreneur,57718,2,1BR,22935,275220,Mexico,Flexible,No
T04390,22,Entrepreneur,75559,1,1BR,27804,333648,Vietnam,Immediate,No
T04391,37,Entrepreneur,65616,3,2BR,18580,222960,Paraguay,Flexible,No
T04392,40,Entrepreneur,40870,4,2BR,14989,179868,Angola,Flexible,No
T04393,44,Consultant,23480,2,2BR,10564,126768,Canada,Within 3 months,No
T04394,38,Consultant,29939,2,1BR,10247,122964,China,Flexible,No
T04395,42,Sales & Marketing,35000,4,2BR,8890,106680,Belgium,Flexible,No
T04396,45,Hospitality,12077,2,2BR,3270,39240,Ecuador,Within 1 month,No
T04397,39,Engineer,25255,4,3BR,10280,123360,Bosnia and Herzegovina,Within 1 month,No
T04398,48,Hospitality,17574,1,1BR,6757,81084,Moldova,Immediate,No
T04399,43,Engineer,27736,4,3BR,11251,135012,Myanmar,Flexible,No
T04400,36,Healthcare Worker,24471,1,1BR,6465,77580,Oman,Flexible,No
T04401,22,Hospitality,12219,3,2BR,3285,39420,Indonesia,Immediate,No
T04402,28,IT Professional,37541,1,Studio,16365,196380,Antigua and Barbuda,Within 1 month,No
T04403,25,Finance Professional,41910,1,1BR,15245,182940,Germany,Flexible,No
T04404,22,Entrepreneur,50268,1,1BR,16832,201984,Antigua and Barbuda,Within 1 month,No
T04405,37,Engineer,30198,3,2BR,8778,105336,Comoros,Flexible,No
T04406,43,Engineer,40000,2,2BR,15213,182556,Uruguay,Flexible,No
T04407,42,Consultant,27741,2,1BR,10742,128904,Georgia,Immediate,Yes
T04408,27,Finance Professional,39005,1,1BR,12349,148188,Hungary,Within 3 months,Yes
T04409,27,Healthcare Worker,20182,2,2BR,5238,62856,Botswana,Immediate,No
T04410,45,Healthcare Worker,22829,2,2BR,9556,114672,Trinidad and Tobago,Within 3 months,No
T04411,27,Healthcare Worker,24068,2,1BR,8361,100332,Uzbekistan,Immediate,No
T04412,30,Healthcare Worker,24952,1,1BR,8098,97176,North Macedonia,Flexible,No
T04413,43,Entrepreneur,40066,1,1BR,14307,171684,Bermuda,Within 1 month,No
T04414,23,Consultant,50000,4,2BR,22327,267924,Lebanon,Within 3 months,No
T04415,33,Finance Professional,30314,5,3BR,13373,160476,Dominica,Immediate,No
T04416,50,Healthcare Worker,26297,2,2BR,6971,83652,French Polynesia,Flexible,No
T04417,31,IT Professional,19866,3,2BR,7597,91164,Bermuda,Flexible,No
T04418,38,Teacher,18000,1,Studio,7616,91392,Wallis and Futuna,Within 1 month,No
T04419,51,Engineer,15000,2,1BR,5565,66780,Liberia,Within 3 months,No
T04420,25,Engineer,36914,2,2BR,15023,180276,United Arab Emirates,Flexible,No
T04421,30,Sales & Marketing,10000,1,Studio,2891,34692,Romania,Immediate,No
T04422,25,Teacher,11611,1,1BR,5035,60420,Equatorial Guinea,Within 1 month,No
T04423,41,Finance Professional,36469,5,3BR,12706,152472,United States Minor Outlying Islands,Within 1 month,No
T04424,56,Finance Professional,38918,2,2BR,13140,157680,Benin,Immediate,No
T04425,39,Finance Professional,56694,2,2BR,15310,183720,Fiji,Flexible,No
T04426,40,Healthcare Worker,21321,1,Studio,5379,64548,Ireland,Within 1 month,Yes
T04427,43,Entrepreneur,32961,1,Studio,8698,104376,Syrian Arab Republic,Within 3 months,No
T04428,55,Manager,43312,1,1BR,11101,133212,Western Sahara,Immediate,No
T04429,43,Consultant,30096,3,2BR,8443,101316,Guatemala,Flexible,No
T04430,43,Teacher,8815,5,3BR,3821,45852,Haiti,Flexible,Yes
T04431,28,Consultant,40493,1,1BR,16386,196632,French Southern Territories,Within 1 month,Yes
T04432,64,Sales & Marketing,25296,4,3BR,8109,97308,Greece,Within 3 months,Yes
T04433,25,IT Professional,30152,1,1BR,8041,96492,Belize,Flexible,No
T04434,22,Teacher,8910,2,2BR,2545,30540,Sri Lanka,Within 1 month,No
T04435,43,Engineer,36906,1,1BR,13153,157836,Cocos (Keeling) Islands,Within 1 month,Yes
T04436,25,Sales & Marketing,13729,4,3BR,3921,47052,Egypt,Within 3 months,No
T04437,37,Finance Professional,42747,2,1BR,18066,216792,Tokelau,Within 3 months,No
T04438,43,Teacher,14364,2,2BR,4373,52476,Costa Rica,Flexible,No
T04439,30,Finance Professional,20000,2,2BR,8151,97812,Vietnam,Immediate,No
T04440,40,Entrepreneur,55939,3,2BR,24899,298788,Guam,Immediate,No
T04441,43,Entrepreneur,37845,3,3BR,16636,199632,Haiti,Immediate,No
T04442,32,Engineer,32623,2,1BR,14007,168084,Namibia,Immediate,No
T04443,22,Healthcare Worker,22543,2,2BR,6025,72300,Belarus,Within 1 month,Yes
T04444,41,Hospitality,10055,3,3BR,2914,34968,Israel,Immediate,Yes
T04445,39,Hospitality,16551,1,Studio,5081,60972,South Africa,Flexible,Yes
T04446,27,Teacher,14378,1,1BR,6070,72840,Saudi Arabia,Within 1 month,No
T04447,30,Teacher,14648,1,1BR,4244,50928,Gabon,Within 3 months,No
T04448,40,Consultant,38780,2,2BR,11888,142656,Samoa,Immediate,No
T04449,25,Finance Professional,43145,5,3BR,14645,175740,Niger,Flexible,Yes
T04450,42,IT Professional,31767,4,3BR,11263,135156,Benin,Immediate,No
T04451,28,Teacher,9533,1,1BR,3278,39336,Guernsey,Within 3 months,No
T04452,25,Engineer,40000,1,Studio,13287,159444,Palau,Flexible,No
T04453,50,Finance Professional,38031,2,2BR,9593,115116,Isle of Man,Within 3 months,No
T04454,32,Entrepreneur,62905,4,2BR,18873,226476,Iraq,Within 3 months,No
T04455,22,Teacher,14852,1,Studio,4061,48732,Congo,Flexible,No
T04456,35,Healthcare Worker,24119,2,1BR,6332,75984,Anguilla,Immediate,No
T04457,53,Teacher,12994,2,2BR,5755,69060,Portugal,Immediate,Yes
T04458,39,Engineer,18688,2,2BR,8208,98496,Congo,Flexible,No
T04459,45,Hospitality,11663,3,3BR,4922,59064,Hong Kong,Within 3 months,No
T04460,43,Teacher,16111,5,3BR,4805,57660,Cook Islands,Flexible,No
T04461,39,Healthcare Worker,22945,3,2BR,8462,101544,Djibouti,Within 3 months,No
T04462,37,Engineer,20986,2,2BR,7025,84300,Malaysia,Within 1 month,No
T04463,25,IT Professional,29334,2,1BR,11841,142092,Isle of Man,Flexible,Yes
T04464,32,Hospitality,9633,2,1BR,2982,35784,Saint Barthelemy,Within 3 months,Yes
T04465,44,Consultant,36983,4,3BR,11080,132960,Gambia,Immediate,No
T04466,36,Healthcare Worker,20218,1,1BR,9059,108708,Malawi,Flexible,No
T04467,22,Manager,34934,3,3BR,12904,154848,Iran,Within 1 month,No
T04468,38,Consultant,36279,5,3BR,10347,124164,Grenada,Immediate,No
T04469,36,Consultant,20285,1,1BR,5528,66336,Andorra,Within 3 months,No
T04470,35,Engineer,33207,3,2BR,13928,167136,Austria,Immediate,No
T04471,37,Finance Professional,39947,2,2BR,11446,137352,Kiribati,Within 3 months,No
T04472,32,Sales & Marketing,18412,1,1BR,4922,59064,Vietnam,Immediate,No
T04473,57,Sales & Marketing,35000,3,2BR,8960,107520,French Polynesia,Flexible,No
T04474,39,Hospitality,18262,2,2BR,4955,59460,Estonia,Flexible,No
T04475,26,Teacher,8000,1,1BR,3075,36900,Cote d'Ivoire,Flexible,No
T04476,47,IT Professional,18588,2,1BR,5450,65400,Greece,Immediate,Yes
T04477,35,Hospitality,15661,3,2BR,6621,79452,Christmas Island,Immediate,No
T04478,35,Entrepreneur,18644,4,3BR,5128,61536,United Arab Emirates,Flexible,No
T04479,35,IT Professional,30228,2,2BR,11525,138300,Spain,Within 1 month,No
T04480,36,Entrepreneur,70872,1,1BR,17756,213072,Ghana,Immediate,No
T04481,22,Sales & Marketing,22589,1,1BR,9081,108972,Tanzania,Flexible,No
T04482,23,Teacher,15169,1,Studio,4658,55896,Pakistan,Immediate,Yes
T04483,44,Healthcare Worker,25120,4,2BR,7490,89880,Afghanistan,Immediate,No
T04484,33,IT Professional,27173,3,3BR,10710,128520,Bahrain,Within 3 months,No
T04485,37,Teacher,14234,3,3BR,4879,58548,Montenegro,Immediate,Yes
T04486,30,Consultant,38531,4,3BR,12167,146004,Benin,Flexible,Yes
T04487,30,Teacher,10772,1,1BR,3524,42288,Isle of Man,Within 1 month,No
T04488,25,Finance Professional,35965,3,2BR,14652,175824,Haiti,Flexible,No
T04489,46,IT Professional,43432,2,2BR,13751,165012,Djibouti,Immediate,No
T04490,42,Consultant,22119,2,2BR,9374,112488,Indonesia,Within 3 months,No
T04491,22,Finance Professional,35029,2,2BR,12431,149172,Eritrea,Within 3 months,No
T04492,38,IT Professional,38679,2,2BR,16569,198828,Kyrgyz Republic,Flexible,Yes
T04493,24,Teacher,17877,5,3BR,7298,87576,Angola,Within 1 month,Yes
T04494,29,Hospitality,17249,4,2BR,6996,83952,Sri Lanka,Within 3 months,No
T04495,32,Entrepreneur,61769,3,2BR,22902,274824,India,Immediate,No
T04496,52,Hospitality,14962,1,1BR,5871,70452,Pakistan,Flexible,No
T04497,26,Consultant,33352,1,1BR,9857,118284,Jordan,Within 1 month,No
T04498,25,Entrepreneur,35235,2,2BR,10913,130956,Nicaragua,Immediate,No
T04499,40,Hospitality,11145,3,3BR,2931,35172,Japan,Within 1 month,Yes
T04500,36,Consultant,27313,3,3BR,7475,89700,Tanzania,Immediate,No
T04501,46,Consultant,22030,3,2BR,6384,76608,Sri Lanka,Immediate,No
T04502,22,Finance Professional,22430,1,Studio,9939,119268,Niue,Within 1 month,No
T04503,33,Finance Professional,47255,2,1BR,12361,148332,Slovakia (Slovak Republic),Within 1 month,No
T04504,28,Engineer,33562,3,2BR,10889,130668,Philippines,Within 1 month,No
T04505,29,Hospitality,6000,1,1BR,2276,27312,Lesotho,Within 3 months,No
T04506,27,Engineer,27456,2,2BR,8625,103500,Libyan Arab Jamahiriya,Flexible,No
T04507,47,Teacher,12116,3,3BR,3288,39456,Madagascar,Within 3 months,No
T04508,30,Entrepreneur,30423,2,2BR,9225,110700,Niue,Flexible,No
T04509,35,Engineer,23181,2,2BR,6936,83232,Bolivia,Within 3 months,No
T04510,40,Engineer,34723,1,1BR,14455,173460,Swaziland,Flexible,No
T04511,61,Entrepreneur,71580,4,3BR,26205,314460,Tanzania,Within 3 months,No
T04512,26,Finance Professional,57535,5,3BR,19435,233220,Cote d'Ivoire,Immediate,No
T04513,46,Hospitality,13907,5,3BR,4158,49896,Estonia,Within 1 month,No
T04514,22,Manager,30031,2,2BR,9862,118344,Bahrain,Immediate,No
T04515,35,Teacher,12365,3,2BR,4855,58260,Georgia,Flexible,Yes
T04516,38,Teacher,13540,1,1BR,5494,65928,South Africa,Flexible,No
T04517,37,Engineer,15952,2,2BR,6532,78384,Guam,Within 3 months,No
T04518,33,Hospitality,7485,1,1BR,3320,39840,Canada,Within 3 months,No
T04519,56,IT Professional,27897,3,2BR,9825,117900,Falkland Islands (Malvinas),Within 3 months,No
T04520,50,Hospitality,14362,2,2BR,6093,73116,Yemen,Within 1 month,No
T04521,32,Hospitality,13165,3,2BR,3686,44232,Togo,Within 1 month,No
T04522,27,Healthcare Worker,13579,3,2BR,3555,42660,Falkland Islands (Malvinas),Flexible,No
T04523,26,Healthcare Worker,30719,1,Studio,8998,107976,Mexico,Within 3 months,No
T04524,31,Consultant,33444,4,3BR,12634,151608,Vietnam,Immediate,Yes
T04525,26,Healthcare Worker,23738,2,1BR,8557,102684,Jersey,Within 1 month,No
T04526,22,Hospitality,11075,3,2BR,4691,56292,Falkland Islands (Malvinas),Immediate,No
T04527,41,Healthcare Worker,27444,3,2BR,9324,111888,Sierra Leone,Flexible,No
T04528,43,IT Professional,19089,4,3BR,8311,99732,Myanmar,Flexible,No
T04529,22,Engineer,33121,4,3BR,9338,112056,Bahrain,Within 3 months,Yes
T04530,38,Consultant,35544,2,1BR,9428,113136,Poland,Flexible,No
T04531,34,Hospitality,10015,2,2BR,3245,38940,Swaziland,Immediate,No
T04532,39,Sales & Marketing,23821,1,1BR,8089,97068,Germany,Within 3 months,No
T04533,40,Engineer,19832,2,2BR,8221,98652,Cuba,Within 3 months,No
T04534,22,Consultant,36456,1,1BR,16244,194928,Guatemala,Within 3 months,No
T04535,43,Sales & Marketing,32878,1,1BR,9014,108168,United States Virgin Islands,Within 3 months,Yes
T04536,26,Entrepreneur,23369,5,3BR,6276,75312,Anguilla,Within 1 month,No
T04537,22,Entrepreneur,41139,5,3BR,11018,132216,Montserrat,Within 3 months,No
T04538,39,Consultant,31730,2,2BR,13863,166356,Andorra,Within 1 month,Yes
T04539,35,Sales & Marketing,20394,2,2BR,5905,70860,Paraguay,Immediate,No
T04540,35,Hospitality,7589,2,1BR,2679,32148,Estonia,Flexible,Yes
T04541,45,Consultant,28285,4,2BR,9222,110664,Congo,Immediate,No
T04542,32,Entrepreneur,36774,2,2BR,9717,116604,Guernsey,Within 3 months,No
T04543,37,Entrepreneur,39501,4,3BR,12985,155820,Saint Pierre and Miquelon,Immediate,No
T04544,44,Consultant,34008,2,2BR,9486,113832,Saudi Arabia,Flexible,No
T04545,29,IT Professional,20600,3,3BR,7004,84048,Belarus,Within 3 months,No
T04546,54,Consultant,28005,5,3BR,11173,134076,Syrian Arab Republic,Flexible,No
T04547,48,Entrepreneur,46714,2,1BR,18719,224628,Mali,Immediate,No
T04548,45,Hospitality,14771,1,Studio,4646,55752,Falkland Islands (Malvinas),Within 1 month,Yes
T04549,26,Teacher,15528,2,2BR,6047,72564,Armenia,Within 3 months,No
T04550,38,Entrepreneur,58492,3,2BR,20181,242172,Yemen,Within 1 month,No
T04551,25,Entrepreneur,19822,2,1BR,6278,75336,Tuvalu,Immediate,No
T04552,22,Finance Professional,29697,1,1BR,10289,123468,Honduras,Within 1 month,No
T04553,37,Sales & Marketing,30611,4,2BR,12706,152472,Wallis and Futuna,Within 1 month,No
T04554,56,Engineer,18576,2,1BR,5070,60840,Cote d'Ivoire,Within 3 months,Yes
T04555,52,Finance Professional,39858,2,1BR,12211,146532,Netherlands Antilles,Within 3 months,No
T04556,42,Finance Professional,45409,1,Studio,16371,196452,Cape Verde,Flexible,No
T04557,53,Entrepreneur,28322,1,1BR,10437,125244,Netherlands Antilles,Immediate,Yes
T04558,40,Finance Professional,20000,1,1BR,8612,103344,Rwanda,Within 1 month,Yes
T04559,22,Sales & Marketing,26579,1,Studio,9914,118968,Equatorial Guinea,Within 1 month,Yes
T04560,30,Engineer,36712,3,2BR,10590,127080,Northern Mariana Islands,Within 1 month,No
T04561,40,IT Professional,15329,1,1BR,6688,80256,Saint Martin,Within 3 months,No
T04562,22,Sales & Marketing,25508,2,2BR,10479,125748,Iraq,Flexible,No
T04563,44,Manager,50775,2,2BR,17860,214320,Haiti,Within 3 months,Yes
T04564,32,Entrepreneur,45177,3,2BR,14877,178524,Bolivia,Flexible,No
T04565,33,Hospitality,15378,1,Studio,5808,69696,Slovakia (Slovak Republic),Within 1 month,No
T04566,22,Sales & Marketing,25763,3,3BR,7754,93048,United Kingdom,Within 1 month,Yes
T04567,33,Engineer,33002,2,1BR,12135,145620,Costa Rica,Within 3 months,No
T04568,54,Manager,28923,2,1BR,9480,113760,Cameroon,Within 1 month,No
T04569,25,Finance Professional,50200,4,2BR,17461,209532,United States Virgin Islands,Within 3 months,No
T04570,38,Hospitality,9927,3,3BR,4420,53040,Korea,Within 1 month,No
T04571,43,Entrepreneur,15677,2,2BR,4821,57852,Belize,Immediate,No
T04572,36,Manager,30977,1,1BR,8058,96696,Australia,Immediate,Yes
T04573,27,Entrepreneur,30688,4,2BR,11449,137388,Antigua and Barbuda,Immediate,No
T04574,22,Entrepreneur,71323,3,2BR,21631,259572,French Southern Territories,Within 3 months,No
T04575,29,Entrepreneur,72523,1,1BR,31992,383904,Niger,Within 3 months,No
T04576,45,Teacher,16113,3,3BR,4193,50316,Palau,Within 1 month,No
T04577,35,Consultant,42934,2,2BR,14122,169464,Myanmar,Within 1 month,No
T04578,36,Hospitality,10672,1,1BR,4206,50472,Bosnia and Herzegovina,Within 1 month,No
T04579,26,Sales & Marketing,26431,3,2BR,7398,88776,Tonga,Within 1 month,No
T04580,26,Consultant,45677,1,1BR,14605,175260,China,Flexible,No
T04581,30,Finance Professional,46491,2,2BR,15836,190032,Japan,Immediate,Yes
T04582,58,Engineer,40000,1,Studio,12955,155460,Seychelles,Within 3 months,No
T04583,22,IT Professional,40290,4,3BR,15611,187332,Zimbabwe,Within 3 months,No
T04584,22,Consultant,29612,4,3BR,8670,104040,United Kingdom,Within 3 months,No
T04585,22,Manager,43271,1,1BR,13573,162876,Slovakia (Slovak Republic),Flexible,No
T04586,31,Sales & Marketing,28111,1,Studio,10512,126144,Fiji,Within 3 months,No
T04587,40,Consultant,18000,2,1BR,7210,86520,Sao Tome and Principe,Within 3 months,Yes
T04588,42,Entrepreneur,54584,1,Studio,13915,166980,Dominica,Within 1 month,No
T04589,28,Entrepreneur,71709,5,3BR,24351,292212,Maldives,Within 1 month,No
T04590,41,Manager,30850,2,2BR,11838,142056,Estonia,Immediate,No
T04591,28,Finance Professional,53888,4,3BR,23746,284952,Saudi Arabia,Within 3 months,No
T04592,41,Entrepreneur,34010,1,Studio,9358,112296,Latvia,Within 3 months,No
T04593,28,Entrepreneur,21023,3,2BR,9206,110472,Rwanda,Within 1 month,No
T04594,22,Entrepreneur,80000,2,2BR,35338,424056,Anguilla,Immediate,No
T04595,22,Manager,27823,1,1BR,9196,110352,Saint Martin,Within 1 month,No
T04596,42,Engineer,31467,3,2BR,13737,164844,New Zealand,Flexible,No
T04597,46,Sales & Marketing,25408,3,2BR,11011,132132,Monaco,Flexible,No
T04598,26,Healthcare Worker,35000,1,1BR,11264,135168,Bolivia,Within 3 months,No
T04599,23,Finance Professional,20000,1,Studio,6693,80316,Morocco,Within 1 month,No
T04600,29,IT Professional,35186,2,2BR,14050,168600,Spain,Immediate,No
T04601,37,Sales & Marketing,29187,1,1BR,11338,136056,Cayman Islands,Flexible,No
T04602,22,Hospitality,13951,2,2BR,4362,52344,Oman,Within 1 month,Yes
T04603,34,Engineer,24304,1,Studio,7819,93828,Andorra,Immediate,Yes
T04604,42,IT Professional,41049,4,2BR,10808,129696,Guyana,Flexible,No
T04605,23,Consultant,33372,2,1BR,8879,106548,Australia,Flexible,No
T04606,40,Consultant,23960,2,2BR,6767,81204,Venezuela,Immediate,Yes
T04607,43,Sales & Marketing,35000,3,2BR,12967,155604,New Caledonia,Immediate,No
T04608,40,Sales & Marketing,27865,2,2BR,7711,92532,Bhutan,Immediate,No
T04609,37,Teacher,16279,4,3BR,5321,63852,Hungary,Within 3 months,No
